author,content,country,date,id,rating,title,version,vote_count,vote_sum
Lamont2,"Just got this app. So far, so good. I am pleased.",us,2026-01-08T17:37:08-07:00,13611339648,5,Good,20.2.0,0,0
TJFitz00,It just keeps working and working and working!,us,2026-01-08T16:14:58-07:00,13611129418,5,Ancient OfficeJet,20.2.0,0,0
Ismashyou,"I had a lot of difficulty trying to get it to connect to my Internet. I don’t want to blame HP, but then it wouldn’t allow me to log into my account eventually it finally just said OK go ahead and scan something so I did and it worked but I’ve had the scanner for a few years. My child finally gave it back to me so to reconnect it seemed to be a fiasco. It probably would’ve been fine if I connected it to my own stuff in the beginning. But it’s still working years later so.",us,2026-01-08T14:52:45-07:00,13610918694,5,After a little while it works,20.2.0,0,0
S.M.68,"When I hit preview to print my photos, it moves the picture to the right and crops out the right side. It won’t let me just print the full picture.",us,2026-01-08T14:25:49-07:00,13610849426,2,Photos Print Weird,20.2.0,0,0
TahoeMommy,The printed items are so light they are unreadable even with brand new ink. Unable to print at all without a monthly subscription for what I’m not sure? Absolutely the most ridiculous printer I have ever owned. Would not recommend to anyone.,us,2026-01-08T13:32:59-07:00,13610709369,1,Unreadable,20.2.0,0,0
5 mobcity,"Amazing, makes things a lot more easier",us,2026-01-08T13:29:15-07:00,13610699476,5,100% satisfied with the product,20.2.0,0,0
Joe Tyke,App is hard to figure out,us,2026-01-08T10:53:35-07:00,13610260948,1,Cant figure it out,20.2.0,0,0
eric.mock,"Last se real times, connection has failed.  I use the scan often and it fails to open.  I’ve closed out the app and still no success.",us,2026-01-08T07:25:44-07:00,13609606344,5,App is not working well,20.2.0,0,0
Yaddagirl,"Printer is great when everything is working correctly. However, I have frequent issues with my printer going off-line. So I have to troubleshoot everything and restart everything and it is a major inconvenience.",us,2026-01-08T06:36:43-07:00,13609443949,3,Offline Printer,20.2.0,0,0
J.A.M.6.9.8.9,Love the results I get from this home printer.,us,2026-01-07T18:42:26-07:00,13607631169,5,Best printer,20.2.0,0,0
DiStaten,"I’m able to print from other iPhones and IPads. I noticed my version on my phone is 20.2. On other devices it’s 21.0.2.  It took hours but I was able to connect to the printer, but when I select it to print, it goes away.",us,2026-01-07T16:43:26-07:00,13607317225,1,Can’t print from IPhone 17 Pro Max,20.2.0,0,0
Gfvtgtrhterhdtrd,Goood app,us,2026-01-07T14:44:40-07:00,13607007827,3,Jt,20.2.0,0,0
DarkSilenceWolf,"Scam printers scam company, there ink costs more than blood. look it up",us,2026-01-07T13:26:20-07:00,13606797656,1,Scam company,20.2.0,0,0
rootulp,Many errors while setting up new printer,us,2026-01-07T13:23:48-07:00,13606790559,1,Many errors while setting up new printer,20.2.0,0,0
Buttercupluv_2,I enjoyed my app and printer,us,2026-01-07T11:32:09-07:00,13606474348,5,I love it so amazing that I made the right choice. Thank so much.,20.2.0,0,0
Junkyard 11111,Can’t get paper to feed,us,2026-01-07T10:49:48-07:00,13606347772,1,Setup sucks,20.2.0,0,0
Stupidly Complicated,Why do I need a PhD in Information Technology in order to scan something on the new printer?,us,2026-01-07T10:43:14-07:00,13606328045,1,Too Complicated,20.2.0,0,0
It’s great and cool,I wish I had this printer earlier. I love the fact that I can send faxes from the comfort of my home. Very convenient and reliable printer.,us,2026-01-07T10:30:19-07:00,13606288910,5,Perfect gift,20.2.0,0,0
Raghav 3747,Connection keeps getting disconnected,us,2026-01-07T09:29:21-07:00,13606101008,1,Connection,20.2.0,0,0
aeeskme tlo,"Screw your business model. - let’s have an app that can tell you all the details about your printer except the type of ink you need. Instead, we’ll have an option for printer supplies- and when you click on it, it will bring you to sign up to send us more money. We will offer to send the ink, they also have to pay for, automatically. And never ever tell them what kind of ink it is they need. Hahahaha
Hp is probably the worst company ever created. Your apps suck. Your printers suck. How is it, I have a printer on the hp app, and when I click to manage more settings for it, it takes me to a page that says I don’t have any printers!??? Hp sucks",us,2026-01-07T09:09:17-07:00,13606038215,1,Not surprised,20.2.0,0,0
like4noobplz,"Great app, with awesome and free featuresadey life much easier, since I dont have to carry my laptop around, but just hit a few clicks on my phone screen, and voilà!",us,2026-01-07T07:22:17-07:00,13605692916,5,Printing possibilities,20.2.0,0,0
JanieElise,User friendly and super convenient,us,2026-01-07T04:22:11-07:00,13605106680,5,Easy!,20.2.0,0,0
Ramberg11209,I love my printer.,us,2026-01-07T04:14:51-07:00,13605084972,5,Printer,20.2.0,0,0
Ixsvette,Excelente producto,us,2026-01-07T00:34:37-07:00,13604542592,5,HP DESKJET 4258e,20.2.0,0,0
Aarav gasboy,Easy to use and nicely made,us,2026-01-06T21:11:45-07:00,13604121688,5,Great,20.2.0,0,0
aldenlisa,Every time I go to scan some thing or do something my printer has an issue and I just got it !! I wish the products would work every time when you go to use it,us,2026-01-06T18:41:53-07:00,13603776661,1,Always problems,20.2.0,0,0
Cmd222,"3 hours in, 3 grown (technical adults) and still not printing. Can see ink levels in the app though :/",us,2026-01-06T18:23:01-07:00,13603728977,1,NOT easy setup,20.2.0,0,0
Carlatwo,"Good         Afternoon 
Good work",us,2026-01-06T18:04:36-07:00,13603681610,5,Hp,20.2.0,0,0
SV_00_^,The new app is MUCH  worse. I can no longer send faxes. The app is so different it should really have a new listing instead of riding on the coattails of the previous version. The high ratings are actually about the old version. The low ratings on the newer version become obvious if you sort by most recent reviews.,us,2026-01-06T16:10:13-07:00,13603386904,1,App update takes away functionality secretly,20.2.0,0,0
Charlie55678,THIS WORKS SO EASILY but they need to add more text for what to type as a password,us,2026-01-06T14:29:09-07:00,13603129042,2,It’s good if,20.2.0,0,0
kc4ua,Terrible to have to go through the app when i used to be able to connect from my phone Bluetooth! I am throwing this brand new printer in the trash!,us,2026-01-06T14:25:17-07:00,13603119060,1,Doesn’t work,20.2.0,0,0
GE Taxman,The Greatest!,us,2026-01-06T12:41:44-07:00,13602837669,5,HP Color laser jet,20.2.0,0,0
Crest Willow,Could use some work on your website,us,2026-01-06T07:45:09-07:00,13601934354,3,Website,20.2.0,0,0
jofusey,"HP is a predatory company with no customer service like at all. The fact that they rely on a customer based support group to provide all their customer service should tell you enough. HP: make products that actually work, stop charging subscriptions to connect devices, stop stealing.",us,2026-01-06T06:15:21-07:00,13601643291,1,Better than desktop ig,20.2.0,0,0
starr2133b,This app doesn't nit work properly with Iphone 15,us,2026-01-06T00:43:52-07:00,13600742865,1,Horrible,20.2.0,0,0
Estuvo un poco mucho dificil,Primero lloré porque no me dejaba conectarme o imprimir pero luego miré un video y se me hizo más fácil,us,2026-01-05T21:13:34-07:00,13600309808,3,Un,20.2.0,0,0
Cutise1,"Excellent job on printing prints, glossy, borderless and vibrant",us,2026-01-05T16:35:14-07:00,13599630629,5,Prints,20.2.0,0,0
ju ju foodie,Sucks,us,2026-01-05T12:47:45-07:00,13599020965,1,Difficulty,20.2.0,0,0
Stephen Matthews,HP is making me pay for and ink plan I don't need just so I can use my printer.  I will NEVER buy an HP product again because of this.,us,2026-01-05T12:04:46-07:00,13598896431,1,Terrible service,20.2.0,0,0
koinestudent,"Horrible app. When I go to print my documents from Word app, the margins and font are changed and what is meant to be a one page document turns into a jumble mess of four pages.",us,2026-01-05T11:18:39-07:00,13598759514,1,Enlarges document,20.2.0,0,0
Littleshoe1206,"I will never ever ever buy a HP printer again! It is always off-line and never available to print when you need it. Takes me 15 to 20 minutes every time I’m ready to print something to get it back online. FYI, this is my third one never again",us,2026-01-05T10:27:11-07:00,13598601371,1,The worst,20.2.0,0,0
Nickname 10A,This is broken. It finds the HP printer but won’t print anything.,us,2026-01-04T20:38:27-07:00,13596311835,1,Doesn’t do the one thing it needs to do. Which is print.,20.2.0,0,0
suz.spins,Otherwise I’m satisfied,us,2026-01-04T19:23:30-07:00,13596130247,4,"Set up installing ink cartridges & 
 connect to phone difficult",20.2.0,0,0
Hdjsbdv,App is slow and glitchy.  They really want to hook you on instant ink.  Kinda wish I went with a different printer.,us,2026-01-04T17:51:11-07:00,13595886245,1,Slow,20.2.0,0,0
Hp poor,"Printer only capable of printing sheet by sheet, good luck if you have multiple pages to print bc the printer is sooooo picky only 1 page",us,2026-01-04T17:40:54-07:00,13595858659,1,Impossible to print,20.2.0,0,0
Marcus Lydell,just purchased this HP printer and it’s so easy to set up and use than others I’ve tinkered with. Great Job HP!,us,2026-01-04T16:40:35-07:00,13595696591,5,User friendly,20.2.0,0,0
Kittikatt60,"01/04/26 Update:
They run constant updates to keep you from buying compatible ink! Their Ink cartridges aren’t full, (Just like Epson BTW, have one of those too)
& Still no option for a double-sided scan. SMH! 

03/2025:
Gave it a 4 star rating because they still don’t offer double-sided scanning. Pretty ridiculous in this day & age of technology.",us,2026-01-04T15:42:05-07:00,13595540410,2,$$ INK & No double-side scan option,20.2.0,0,0
Thaís e Malu,"A impressora é otima, um pouco lenta por ser jato de tinta, mas a qualidade é muito boa. Para uso doméstico está excelente. Recomendo a compra !",us,2026-01-04T14:27:13-07:00,13595336330,5,Ótima impressão,20.2.0,0,0
Anand Sjj,Very slow printing and takes time to connect,us,2026-01-04T14:07:56-07:00,13595282786,1,Not printing as expected,20.2.0,0,0
TrashCat13,I buy my own HP ink and the printer does not let you use all the ink before it starts printing faded pages. According to the graphic in the app a quarter of the ink is wasted.  Also sometimes after manually adjusting the image and test printing it defaults back to original image not giving me a chance to tweak my adjustment or reprint it.  Having to login to check ink levels or make printer adjustments is inconvenient.  Pop up adds promoting the easy ink program is annoying too. No tutorial after major app updates.  My access to select my photos is buried below other folders so it does not show up on. my screen.  So you have to scroll down to see it.  At first I didn’t know there was other folders below what was on the screen so I could find my photos folder so I didn’t use the iPad app.  It was only after another app update that I noticed upon loading that it showed all the folders then resized to show only a few folders on my screen. so I tried scrolling down and found my photos folder. I’ve had this printer for 5 years and when it breaks down I will be looking at other brands.,us,2026-01-04T13:53:21-07:00,13595241797,3,Works but Needs work,20.2.0,0,0
Postoyanniypolzovatel,HP printer are Horrible app and devices,us,2026-01-04T12:35:29-07:00,13595013581,1,Printer,20.2.0,0,0
Datomar86,Muy práctica y funcional,us,2026-01-04T11:32:58-07:00,13594820292,5,Excelente,20.2.0,0,0
Really easy to used,I’m total y in love with hp printer the quality is amazona and the hp app is very help full,us,2026-01-04T10:55:46-07:00,13594701884,5,Love HP PRINTER AND LOVE THE QUALITY OF THE PRINTIN,20.2.0,0,0
Shamus 1957,"All appears to have been done smoothly, after accessing an HP “how-to” tutorial video. The steps were easy to follow, and execute…",us,2026-01-04T08:49:06-07:00,13594277667,5,First scan on an Envy 6152e.,20.2.0,0,0
BUCK THREE,"Replaced My aging HP ENVY 5660. The HP Smart Tank 5101 is slower, less user friendly, often stops printing mid job. Rebooting is expected. Not recommended",us,2026-01-04T06:26:05-07:00,13593780289,1,Disappointment,20.2.0,0,0
Pattykosiba,Hands down best app,us,2026-01-04T04:38:13-07:00,13593429916,5,Best printing app,20.2.0,0,0
Ron8364ron,"Very frustrating and hard to figure how to connect. Literally was about to throw it out the window, until it finally connected.",us,2026-01-04T01:59:55-07:00,13592997875,2,Connection difficulties,20.2.0,0,0
Most Waste of $,Throwing it Away,us,2026-01-03T21:24:46-07:00,13592366717,1,Horrible Product,20.2.0,0,0
Kerrrrmit,"Super slow, keeps asking about subscription models",us,2026-01-03T18:07:19-07:00,13591863881,1,Horrible activation,20.2.0,0,0
samiaalbalawi,I like printer 🖨️ of HP,us,2026-01-03T18:00:39-07:00,13591845876,5,Best printer,20.2.0,0,0
lv 115,"The printer has 1 job, this is not new technology. I don’t want to print from the app. Printer shows connected but, no printer detected every single time. Then it takes 10 min to print anything. Never have I ever gone to print t something and had it work.",us,2026-01-03T05:52:06-07:00,13589609771,1,10 min to print and connect every time,20.2.0,0,0
