author,content,country,date,id,rating,title,version,vote_count,vote_sum
TrashCat13,I buy my own HP ink and the printer does not let you use all the ink before it starts printing faded pages. According to the graphic in the app a quarter of the ink is wasted.  Also sometimes after manually adjusting the image and test printing it defaults back to original image not giving me a chance to tweak my adjustment or reprint it.  Having to login to check ink levels or make printer adjustments is inconvenient.  Pop up adds promoting the easy ink program is annoying too. No tutorial after major app updates.  My access to select my photos is buried below other folders so it does not show up on. my screen.  So you have to scroll down to see it.  At first I didn’t know there was other folders below what was on the screen so I could find my photos folder so I didn’t use the iPad app.  It was only after another app update that I noticed upon loading that it showed all the folders then resized to show only a few folders on my screen. so I tried scrolling down and found my photos folder. I’ve had this printer for 5 years and when it breaks down I will be looking at other brands.,us,2026-01-04T13:53:21-07:00,13595241797,3,Works but Needs work,20.2.0,0,0
Postoyanniypolzovatel,HP printer are Horrible app and devices,us,2026-01-04T12:35:29-07:00,13595013581,1,Printer,20.2.0,0,0
Datomar86,Muy práctica y funcional,us,2026-01-04T11:32:58-07:00,13594820292,5,Excelente,20.2.0,0,0
Really easy to used,I’m total y in love with hp printer the quality is amazona and the hp app is very help full,us,2026-01-04T10:55:46-07:00,13594701884,5,Love HP PRINTER AND LOVE THE QUALITY OF THE PRINTIN,20.2.0,0,0
Shamus 1957,"All appears to have been done smoothly, after accessing an HP “how-to” tutorial video. The steps were easy to follow, and execute…",us,2026-01-04T08:49:06-07:00,13594277667,5,First scan on an Envy 6152e.,20.2.0,0,0
BUCK THREE,"Replaced My aging HP ENVY 5660. The HP Smart Tank 5101 is slower, less user friendly, often stops printing mid job. Rebooting is expected. Not recommended",us,2026-01-04T06:26:05-07:00,13593780289,1,Disappointment,20.2.0,0,0
Pattykosiba,Hands down best app,us,2026-01-04T04:38:13-07:00,13593429916,5,Best printing app,20.2.0,0,0
Ron8364ron,"Very frustrating and hard to figure how to connect. Literally was about to throw it out the window, until it finally connected.",us,2026-01-04T01:59:55-07:00,13592997875,2,Connection difficulties,20.2.0,0,0
Most Waste of $,Throwing it Away,us,2026-01-03T21:24:46-07:00,13592366717,1,Horrible Product,20.2.0,0,0
Kerrrrmit,"Super slow, keeps asking about subscription models",us,2026-01-03T18:07:19-07:00,13591863881,1,Horrible activation,20.2.0,0,0
samiaalbalawi,I like printer 🖨️ of HP,us,2026-01-03T18:00:39-07:00,13591845876,5,Best printer,20.2.0,0,0
lv 115,"The printer has 1 job, this is not new technology. I don’t want to print from the app. Printer shows connected but, no printer detected every single time. Then it takes 10 min to print anything. Never have I ever gone to print t something and had it work.",us,2026-01-03T05:52:06-07:00,13589609771,1,10 min to print and connect every time,20.2.0,0,0
Eevans151,"Why doesn’t it wake up to print
Why is it busy every time I need to print",us,2026-01-02T22:55:20-07:00,13588453443,3,Printer busy/ sleep,20.2.0,0,0
Fender bender#4,"Takes to long to start printing
Buffering",us,2026-01-02T21:34:54-07:00,13588256545,2,Very slow,20.2.0,0,0
catrachitha,I believe HP should allow us to buy our own cartridges from hp branded even but still be able to use the printer it’s very upsetting to not be able to use it unless you enroll into instant ink . My parents bought this printer for me back in high school nd I only used it then bc I needed it but after 2022 ended I never used it again until today I tested and I hate it once again because of that is so inconvenient and petty,us,2026-01-02T18:56:15-07:00,13587821973,1,I think the forced subscription is such a big downgrade with HP,20.2.0,0,0
boyblue_01,User friendly for 50+,us,2026-01-02T18:20:06-07:00,13587715034,5,OG Proof,20.2.0,0,0
Soham1357,"I just want to print some pages. I don’t know why I have to create an account, go through a convoluted maze of steps and then get a subscription to be able to print a few pages. Corporate greed at its finest",us,2026-01-02T17:10:21-07:00,13587507726,1,Garbage system,20.2.0,0,0
Ivar Gustolf,I love this App,us,2026-01-02T14:04:21-07:00,13586970452,5,Sir Ivar Gustolf,20.2.0,0,0
Jkokito,Had printers before when I was a kid but now as an adult I purchased one! Real easy to use! Just make sure you’re close to the WiFi so it’s a faster process,us,2026-01-02T14:01:18-07:00,13586961468,5,First time with HP,20.2.0,0,0
Ccsplit99,I use this app to fax from my phone a lot. I was happy with it until it wouldn’t work anymore so I only updated it thinking this would fix the problem. Now even though I’ve logged in and paired my printer all over again it still won’t send a fax. I hate when companies “improve” on something that isn’t broke and in turn make a useless product.,us,2026-01-02T12:46:33-07:00,13586737916,1,Bad update,20.2.0,0,0
Raven1809106,I am not medicated enough to deal with these confusing printers. I sincerely wish I was kidding when I say it took two PhDs 30 minutes to try set up this junk and it still isn’t working. Thank goodness I have a library card so I can just print for free. Bring back printing with usb chords instead of this over engineered nightmare. To the executives making these decisions: I hope your parents are never proud of you again,us,2026-01-02T10:47:14-07:00,13586353319,2,It’s on sight with the CEO,20.2.0,0,0
CathyCanz,I can’t fax anymore!!!,us,2026-01-02T08:41:14-07:00,13585909995,3,Not easy anymore,20.2.0,0,0
Mattmattmattxcfghuyrcee,"Bought an HP business printer a few years ago.  Moderately used.  About 30 days after the warranty was up, it stopped working.  I called them (support is very challenging), and was told they could support but I had to pay a fee just to talk to someone.  Said no thanks and bought another hp printer (out of spite because I’m an idiot).

About 30 days after the warranty was up is stopped connecting and hasn’t worked since.

Almost seems like it’s planned………..",us,2026-01-02T04:37:46-07:00,13585018684,1,Horrible,20.2.0,0,0
钓鱼台¥#,无论是WiFi还是移动网络，都卡成狗，反应慢,us,2026-01-01T21:58:43-07:00,13583946845,1,卡,20.2.0,0,0
Newm55,Doesn’t work,us,2026-01-01T21:42:13-07:00,13583905860,2,New printer doesn’t work,20.2.0,0,0
Olaf2021,Connecting issues. Over 3 hours to get it to print. Second HP printer with this issue.,us,2026-01-01T19:40:05-07:00,13583583801,1,Junk,20.2.0,0,0
PaPaCraig,Not working with air print. Paper not feeding.,us,2026-01-01T19:11:51-07:00,13583503194,1,HP printer,20.2.0,0,0
Ev0nD,Love using the app from my phone and print any documents needed. Thanks!,us,2026-01-01T18:12:48-07:00,13583327748,5,Perfect,20.2.0,0,0
TheyCallMeMrGus,Great software!,us,2026-01-01T16:09:30-07:00,13582966847,5,AGM,20.2.0,0,0
Momgar,Just finished setting up my new Hp Smart Tank Printer with All-In Plan. Looking forward to creating more with my new printer and also appreciate knowing HP is always available for questions as I learn along the way. thank you!!!,us,2026-01-01T15:26:00-07:00,13582845670,5,HP for another 10 years!!,20.2.0,0,0
Jeweledsoul,"As an IT support specialist at a large company I have a lot of experience with printers.  I bought this for myself as a personal printer, because it was cheap, but it’s definitely a weird printer. I often have to press the power button to stop it blinking, so I can print, but I am able to get it to print most of the time. If you don’t have patience or experience, you might want to pay more for a nice epson. Also, I do use the ink program because the ink lasts MUCH longer than one-offs. And costs less than $2/mo.",us,2026-01-01T14:10:27-07:00,13582637626,3,"For the price it’s ok, but just ok.",20.2.0,0,0
Godnbible,Awesome.!,us,2026-01-01T14:03:21-07:00,13582617705,5,Printer review,20.2.0,0,0
jabez1431,Very fast response,us,2026-01-01T12:18:07-07:00,13582312778,5,Real nice,20.2.0,0,0
kirk587,"It took me several days to finally get the bugs out and get it to work, but I love it now",us,2026-01-01T12:16:00-07:00,13582306357,5,Remote printing,20.2.0,0,0
A Mama Moore,Not super user friendly. Unable to print from my computer. Set up is difficult to understand. In printing can only print 5 pages and no front and back.,us,2026-01-01T12:14:42-07:00,13582302406,3,No bueno,20.2.0,0,0
DingDinger,I’m no longer able to send faxes after the last update!,us,2026-01-01T11:17:17-07:00,13582125526,1,Mobile Fax,20.2.0,0,0
KCaceres19,"Either the ink is discolored, or the machine has a paper jam or won’t connect to WiFi. I’ll never buy HP again.",us,2026-01-01T09:50:15-07:00,13581843704,1,Printer never works,20.2.0,0,0
Cropping Sucks,This was a great app/program before last update. Now the “Crop” feature has changed and is not easy to manipulate.  I have resorted to taking a photo and crop it the photo before re-scanning and then making fine adjustments.  It’s so frustrating when developers just move forward with a lesser product in the name of “new update” and don’t give the user the ability to keep the original version. I may change out my printer to a different manufacturer due to this issue. I do a lot of scanning and editing and this last update has made cropping unusable for me.  Just disappointing.  Had this printer and software for years now and bragged how great it “was”. Not anymore.,us,2026-01-01T07:36:13-07:00,13581387132,1,Not happy with last upgrade,20.2.0,0,0
Suresh54321,It takes hours to reset WiFi,us,2025-12-31T21:10:43-07:00,13579697439,1,It’s very hard to set or reset a printer,20.2.0,0,0
Sulaira,Resolucion excelente,us,2025-12-31T18:31:11-07:00,13579285738,5,Fotografias,20.2.0,0,0
OkNatNat,Had to download the app to get my printer to scan from the bed instead of the document feeder. Only the app couldn’t detect the printer and so I used the scanning option to take a photo of the document I wanted to scan. Not sure why I own a printer/scanner if the scanner doesn’t work.,us,2025-12-31T16:22:26-07:00,13578931816,1,Awful App to go with awful printer,20.2.0,0,0
love 99 E A,I push print it say job has been sent and doesn’t print anything,us,2025-12-31T15:42:08-07:00,13578821746,1,Does not print,20.2.0,0,0
Valetova Elena,Used to work well. Haven’t used for a while and see the app is redesigned. Had to restart the printer and app 5 times before I was able to scan a short document.,us,2025-12-31T14:45:00-07:00,13578671751,2,Worse after the app update,20.2.0,0,0
psflowers72,Will,us,2025-12-31T14:06:47-07:00,13578569645,1,No hp support,20.2.0,0,0
LilWolf20,The app does not recognize the printer. Tried to get customer support spent an hour arguing with AI. DO NOT RECOMMEND THIS COMPANY. COULD JUST AS EASLY GET A DIFFERENT PRINTER THAT DOESN’T GIVE YOU A HEAD ACHE…,us,2025-12-31T13:51:57-07:00,13578530203,1,Awful set up.,20.2.0,0,0
nodette,The printer is never connected to WiFi and shows offline all the time. I can only print from my app on my phone but I can never print from my apple computer. Even if I use the HP app.,us,2025-12-31T13:09:44-07:00,13578415753,1,Trouble printing on AirPrint,20.2.0,0,0
J HP User,Horrible experience with connectivity and sales. Buy another brand. Thought HP was the best and that was my mistake.,us,2025-12-31T12:40:05-07:00,13578333258,1,Horrible connectivity and sales tactics,20.2.0,0,0
Nexella,I’m truly grateful for all HP Printing Support,us,2025-12-31T11:11:23-07:00,13578073975,5,Nexella,20.2.0,0,0
WhatTheDogSaid,The functions are there but you have to sit through the sales pitch first.  This is why engineers are completely justified in hating the marketing department.,us,2025-12-31T11:05:59-07:00,13578057569,3,Buy more ink!,20.2.0,0,0
None 505,Not enough info when trying to set up printer,us,2025-12-31T10:56:33-07:00,13578028551,3,Print Setup,20.2.0,0,0
pooruality,Cut top of letter off when scanned,us,2025-12-31T09:32:50-07:00,13577755662,1,Letter size,20.2.0,0,0
KellieMyGirl,"Should be easier to set up, forget all the bells and whistles, just print!",us,2025-12-31T09:19:40-07:00,13577709827,1,Difficult,20.2.0,0,0
Jjoansmalls,"Honestly, your Jo smart series is terrible and VERY SLOW.",us,2025-12-31T03:58:40-07:00,13576593102,1,HP SMART SERIED,20.2.0,0,0
M R DR,"HP‘s ink service feels like a scam when you buy a printer, you should be able to use it without being roped into a monthly payment for ink",us,2025-12-31T03:34:37-07:00,13576524261,1,Roped in,20.2.0,0,0
SCJ215214,Whatever the oppose of user friendly is for scanning,us,2025-12-30T20:28:47-07:00,13575507805,1,Scanning is terrible,20.2.0,0,0
pimani66,i’ve been a customer of HP and instant ink for a long time never issue always a clean cut transaction. I would recommend them to anyone.,us,2025-12-30T16:08:00-07:00,13574819429,5,Been a customer,20.2.0,0,0
C Y WHITE,Best printer I ever bought! It does EVERYTHING!,us,2025-12-30T16:01:24-07:00,13574801548,5,HP ENVY PRINTER,20.2.0,0,0
Frankie2025,"Installation keeps halting when asking to agree to HP+, giving no option to move forward",us,2025-12-30T15:53:25-07:00,13574780288,5,Keeps freezing,20.2.0,0,0
Rockydasquirell,The printer is amazing and simple to setup and use the Deskjet 4258e is by far the best printer I have ever owned.,us,2025-12-30T15:52:53-07:00,13574778943,5,Amazing,20.2.0,0,0
Unhappy User 12/30/25,"Terrible. Slow response, super expensive and low quantity ink cartridges. A real POS!!!! Avoid!!!",us,2025-12-30T15:48:32-07:00,13574767341,1,8130E,20.2.0,0,0
Charlir12345678908,Took me 20 minutes just to print one sheet of paper,us,2025-12-30T15:21:09-07:00,13574693789,1,This app sucks,20.2.0,0,0
