source,date,rating,content,title,version
Google Play,2026-01-06 17:37:14,1,Tim tryin to set up printer,,20.2.0.6076
Google Play,2026-01-06 12:48:27,1,the app is so flawed. do devs not even test before releasing a version? not able to print. as the page keeps leading to print preview. very disappointing. and hp printers for god's sake can't be connected with normal wifi connection. this is ridiculous,,20.2.0.6076
Google Play,2026-01-06 12:38:00,5,Helpful,,20.2.0.6076
Google Play,2026-01-06 11:40:57,1,Almost 3 hours and still unable to connect,,
Google Play,2026-01-06 11:33:09,5,👍 good. we like what we see.we love it........,,20.2.0.6076
Google Play,2026-01-06 10:58:42,1,didn't seem easy,,20.2.0.6076
Google Play,2026-01-06 08:47:59,5,Works well. No problems. Thanks!,,20.2.0.6076
Google Play,2026-01-06 07:46:37,1,can't figure wifi between phone and printer,,20.2.0.6076
Google Play,2026-01-06 06:50:48,1,TRIED TO SET UP ON SAMSUNG PHONE WITH APP. WILLNOT COMPLETE SETUP BECAUSE WHAT I AM SUPPOSED TO READ AND AGREE ILL NOT TOTALLY DISPLAY ON PHONE PAGE,,20.2.0.6076
Google Play,2026-01-06 05:10:02,1,HP never again!!! I bought a printer a few years ago and since that time it has always been a headache using it. I see them update the app but I can reconnect to different wifi network using the app anymore. I regret buying this garbage every day!,,20.2.0.6076
Google Play,2026-01-06 03:11:08,1,cannot rotate to have portrait,,20.2.0.6076
Google Play,2026-01-06 00:17:32,5,Great app for quick prints,,20.2.0.6076
Google Play,2026-01-05 23:03:52,5,very easy to install,,20.2.0.6076
Google Play,2026-01-05 21:03:07,2,"4 star for printing functions, negative 50 for instant ink **DO NOT SIGN UP FOR INSTANT INK** yeah it's in the fine print but omg what a rip off, so I cancel after noticing how much I was getting gouged and now I have to replace my ""instant ink"" cartridge with a new one from the store to print on MY printer cos they remote disabled it. HP printer going straight in the GARBAGE",,20.1.2.5988
Google Play,2026-01-05 20:39:46,1,The app seems intentionally designed badly. It compells user to sign in or to scan the documents!,,20.2.0.6076
Google Play,2026-01-05 19:09:23,5,open,,20.2.0.6076
Google Play,2026-01-05 16:18:40,1,MY PRINTER that I paid good money is not allowing me to print Important document because it says that there is a problem with my HP acount and because of that I lost a job never buy HP not to mention having to wait for a CSR for 2hrs,,20.2.0.6076
Google Play,2026-01-05 15:41:40,1,"no support, was promised a cpu in a week, it's taking a month, not sure if they'll even fulfill the order cause no one will respond. will never buy HP again, urge others not to do so..Between HP and FedEx worst purchase situation ever.",,20.2.0.6076
Google Play,2026-01-05 15:39:40,1,"horrible app. horrible printers DO NOT BUY, THEY'RE JUNK",,20.2.0.6076
Google Play,2026-01-05 15:39:37,3,"was 5 stars but now only prints half the time, even though for my computer it has no problems",,18.10.0.5530
Google Play,2026-01-05 15:26:19,5,perfect,,20.2.0.6076
Google Play,2026-01-05 12:17:57,1,"slow, constantly disconnects. hp printers, apps and software have been a struggle for years. I will never buy another hp product",,16.15.1.4410
Google Play,2026-01-05 11:55:20,2,don't like having to pay to use a printer that I paid for,,20.2.0.6076
Google Play,2026-01-05 11:45:17,2,"when i tried to connect my LaserJet Pro MFP M28w to the internet using my Samsung S25 Ultra, it didnt work, the network list to connect the printer to was blank. But when i used my Apple iPad Pro M1, it worked flawlessly. Fix this on android/samsung devices because if i did not have my Apple device, my printer would NOT have been connected.",,20.2.0.6076
Google Play,2026-01-05 11:31:12,5,"Easy, no problems.",,20.2.0.6076
Google Play,2026-01-05 10:14:06,3,"Buggy setup. Tells me I have connectivity issues but still identifies my printer! Also, how do you change the password if you can't recall the old one?",,20.2.0.6076
Google Play,2026-01-05 09:42:03,1,Display said h p is setting up printer for over two days,,20.2.0.6076
Google Play,2026-01-05 08:28:39,1,keeps endlessly asking for pin,,20.2.0.6076
Google Play,2026-01-05 08:06:43,1,This app is available only for your other devices.,,20.2.0.6076
Google Play,2026-01-05 04:44:16,1,you get 12 months use out of these hp printers and they're ready for the tip !,,20.2.0.6076
Google Play,2026-01-05 04:38:44,4,"Good functionality if slow on occasion and not the smoothest workflows. So room for improvement of those User Stories, development team.",,20.2.0.6076
Google Play,2026-01-04 22:51:23,1,I don't know why my printer is offline.,,20.2.0.6076
Google Play,2026-01-04 19:27:57,1,I used my printer twice and it stopped working. It's impossible to reach someone for help.,,20.2.0.6076
Google Play,2026-01-04 18:02:44,1,it's Printer is garbage,,20.2.0.6076
Google Play,2026-01-04 14:51:33,2,"Confusing, slow and 0 clear instructions. This left me sitting in my chair frustrated and hell trying to figure out how to set up my printer after my wifi was changed. and the website doesn't help either, you're better off watching a tutorial that is not from the official HP channel.",,
Google Play,2026-01-04 13:54:00,1,Chromebook says HP app is not compatible and will not install it.,,
Google Play,2026-01-04 12:54:09,1,"hate this app, HP is run by creeps who don't care about anything other than money. I'm never getting an HP printer again",,
Google Play,2026-01-04 12:53:51,3,"Inconsistent. This latest update to the app has brought in inconsistencies that are frustrating. The first job sent will more than likely not print or fail mid way through the print - wastes my paper, ink and time. Perhaps time to use another manufacturer.",,20.2.0.6076
Google Play,2026-01-04 12:35:38,1,"My Hp laserjet constantly stops working. I get ""not connected "" every time i go to print, yet you can read my computer just fine for billing. It is connected and I want to be able to use it. I have called tech support too many times. Never HP printer again! Unable to print also applies to my computer. Same rating although 0 star is better.",,20.2.0.6076
Google Play,2026-01-04 12:09:19,1,you have to setup an account and it doesn't work,,20.2.0.6076
Google Play,2026-01-04 11:21:15,1,"bad as hell, doesn't allow you to scan without an account... and doesn't even work! what a joke!",,20.2.0.6076
Google Play,2026-01-04 10:55:38,1,"horrible, does not work",,20.2.0.6076
Google Play,2026-01-04 10:34:15,1,it was better before this update,,20.2.0.6076
Google Play,2026-01-04 09:10:43,5,good app,,20.2.0.6076
Google Play,2026-01-04 08:46:59,5,This is one of the best HP Scanners I've ever seen. Indeed it's gr8.,,20.2.0.6076
Google Play,2026-01-04 08:28:00,1,not good,,20.2.0.6076
Google Play,2026-01-04 06:19:29,5,scanner is very useful,,20.2.0.6076
Google Play,2026-01-04 05:23:46,1,Never works properly. ALWAYS PRINTER UNAVAILABLE.,,20.2.0.6076
Google Play,2026-01-03 23:54:12,1,"very bad , I'm not able to connect my printer",,
Google Play,2026-01-03 21:26:40,1,doesn't work at all with android phone. can't even discover it,,20.2.0.6076
Google Play,2026-01-03 20:56:21,5,it's ok 👍,,20.2.0.6076
Google Play,2026-01-03 20:38:55,5,"This app is so easy to use, I love it! No frustrations here. :D",,20.2.0.6076
Google Play,2026-01-03 18:26:45,1,As others stated. Will not print. What good is a printer that doesn't print? HP has become an atrocious business. Shame on them.,,20.2.0.6076
Google Play,2026-01-03 12:53:55,5,The new update is great and has a bunch of awesome new features for editing documents and pictures! I use it all the time and it made printing and copying stuff for my baby shower so simple and easy. 👌😊,,20.2.0.6076
Google Play,2026-01-03 11:41:17,1,"I used to be able to scan using my HP Chromebook. Now I have to use the app on my phone. Please, please make this available for use my Chromebook.",,20.2.0.6076
Google Play,2026-01-03 10:42:10,5,very good,,
Google Play,2026-01-03 09:58:46,1,terrible experience. no customer support. app crashes all the time. something as simple as connecting a printer takes 3 hours.,,20.2.0.6076
Google Play,2026-01-03 08:51:18,1,It's doesn't work well.,,20.2.0.6076
Google Play,2026-01-03 03:53:02,1,"Poor performance and user unfriendly design. App offers little modification you can make to your printing, i.e. print only odd/even pages. App cannot even be opened in offline mode, which is the case when you use wifi direct to your smart printer. HP only pushes users to migrate to this app just to force pdf printing as a live service and to collect user's data. Bad experience overall. edit: Just came back bi-annually or so to just trashs on this abominable excuse of a service.",,20.2.0.6076
Google Play,2026-01-03 02:28:24,1,awful,,20.2.0.6076
Google Play,2026-01-03 01:49:21,5,𝒔𝒎𝒂𝒓𝒕,,
Google Play,2026-01-03 01:21:14,2,"Reliability is bad. I had to print a few dozen photos for my child's birthday, and for a week and a half I have to wait because of a connection issue with a cartridge. the new cartridge arrives and it's the same issue. I unsubscribe with their monthly plan, and it magically works. Their troubleshooting guide was a loop of trouble shooting tips and then a link to order new cartridge, to then be asked to try the troubleshooting again.",,20.0.1.5732
Google Play,2026-01-02 20:28:43,1,"Quite bad,first sometime it just suddenly stop printing when there is more that is needed to print and don't try to say ""oH yOU ACcidentally prEsSed tHE fILe pAGES tO sTOp f0r A cERtain AmoUNT""no I did not,also it just stacks printing orders for no reason,I lost so much paper because of your useless designs :/ smh",,20.2.0.6076
Google Play,2026-01-02 19:50:46,5,ok,,
Google Play,2026-01-02 15:16:53,1,"Every few days, it loses connection to my wifi router, and requires an unbelievable amount of jumping through flaming hoops to reconnect, only to have to repeat again and again. The app is not intuitive and not helpful. Circles of go-here-do-that instructions that achieve nothing other than keeping me busy while time goes by.",,20.2.0.6076
Google Play,2026-01-02 13:41:00,1,Does not work correctly for Pixel 10 pro fold. I can print from the phone but I am unable to log on to the app. the log in screen has an imaginary button to continue after successfully entering the password.,,20.2.0.6076
Google Play,2026-01-02 12:28:54,1,worst experience ever I will never purchase another HP product ever!!,,12.0.2.4056
Google Play,2026-01-02 11:38:12,5,this is my o ly printer,,20.2.0.6076
Google Play,2026-01-02 11:36:33,1,"Why is there no actual specific tab that helps you connect your printer to the internet.... always going through hoops or calling.... need a tab to where we can disconnect and connect the internet when needed. well, It's 2026 and this app is still ridiculous. why is something so simple, so difficult to do?",,20.2.0.6076
Google Play,2026-01-02 10:25:28,1,low grade app... unable to detect the hp printer,,20.2.0.6076
Google Play,2026-01-02 10:10:38,2,unecessarily complicated. frustrating to use.,,20.2.0.6076
Google Play,2026-01-02 09:24:24,1,👎,,20.2.0.6076
Google Play,2026-01-02 09:11:06,1,"Complete trash . simply put you cannot use any other scale when printing other than fit to page or fill page, what a waiste for that alone no need to look at at a anything further",,
Google Play,2026-01-02 08:26:05,1,picks up wrong printer from my Galaxy 22 +,,
Google Play,2026-01-02 08:11:31,1,"Not user friendly, constantly giving me issues. It auto adjust copies instead of just copying the image. I do NOT recommend.",,20.2.0.6076
